x1,x2,x3
56.94120781620805,56.237759900479,0.10206845240041704
47.96853593372337,47.3748537667732,0.10187011199736024
47.91076099756499,47.314999822426316,0.10192050499747363
47.94024868018672,47.34662428111722,0.10242050723219062
100.39980453106752,99.16594575988847,0.10378712737411627
100.45548029377315,99.22132034111077,0.10756306327533909
100.43943191248967,99.20450998033695,0.13869345346011325
100.42647376361842,99.19042701577268,97.98109473632154
100.42186899480129,99.18663261056722,98.43588433441549
103.6421794085941,102.37058087953801,105.69962738484276
103.58880233096465,102.31867724923434,105.66064806146345
103.56896308592391,102.29927459009085,105.64299965914668
103.38453283517548,102.11456816956755,105.45547139669284
100.44021325927176,99.20039876479342,102.45219786779526
100.46382652498711,99.22068265280946,102.47478623258203
101.99075737126977,100.69767655343934,104.02283159048389
214.86247207596648,212.21106705059051,210.6699525946742
103.47569009409862,74.08066395777497,101.43988420189841
100.61759057313762,74.06307965000286,98.22297258958848
101.44615575343582,87.8188293609935,0.10480406105983346
88.9076223214655,87.70376595246432,0.10332156862807015
0.35444613001903036,0.187416775551271,0.10143111796650812
0.23899797406409973,0.11959923308331144,0.1014363430088253
0.2391389548757195,0.21785921130770705,0.10141687965851827
0.6337140449770787,0.6263139860555194,0.10197803063967312
0.49975860470808803,0.49246527886925046,0.10222451001370064
0.13074669205177059,0.11010535662377054,0.1011617607747437
0.12617606083476904,0.10522640224000983,0.10053961622333617
0.15052574267823018,0.14042549469664434,0.10067652745835474
0.14968773968584528,0.13516338570096142,0.10095054739118953
0.15357817828996317,0.1301367018500957,0.10185917298112902
393.03467133743726,388.20005439682285,0.10349401215155997
0.1917378817004127,0.17933481669971457,0.10164145150628921
0.1221135377232994,0.10494213942961415,0.1004040529333396
0.11404633790487308,0.10097454311190648,0.10021836533057492
0.11182241648801779,0.1009556488346807,0.10047757041910445
0.11180676356600847,0.10112296214819196,0.1008139873885363
0.11242520541463524,0.10107255945305724,0.10048563044398659
0.11632554861881997,0.10118478151059287,0.10072102635155387
0.13790715653462599,0.10560913581226729,0.10147218211967002
100.25974597638016,98.83661062786244,0.10325008546112237
102.5064878457027,99.20963381040009,0.11881060694837257
102.48565757479551,99.20981992780357,0.10695203034705379
219.77124043687738,217.06070897632486,0.10439651213577253
102.38258887149671,99.20913487912156,0.10388169908073971
100.52668233241454,99.1936502077961,0.10557597141545744
100.43850666213477,99.19198836870592,0.10999868185952569
100.39988567006485,99.16032996211192,0.10673245548952709
84.89891751175175,83.85133692920766,0.10350155278082013
84.7571619343326,83.7074665574074,0.10778301949477531
100.40215097718622,99.16531490309939,98.36304173575537
84.86355842088217,83.81141061561881,83.16145486061798
84.70770695191176,83.6379330819632,82.98419600563305
84.75623304112052,83.68384104224266,83.0108398480954
100.48010365668034,99.21483837144615,0.15617332670333428
126.64644415292351,125.06567979519143,0.11646031402136374
100.42289262930862,99.17513867097607,0.10575011861523671
0.1494666457904897,0.10833944801774363,0.10191659358449723
0.12364923837760768,0.10297346791369286,0.10085072591233053
0.11858544652306183,0.10262305544358089,0.10064427262877393
0.11656597970060002,0.10254361684382504,0.10052593136631047
0.11822904357055825,0.10278929347417064,0.10053295710865433
0.12506959087773528,0.10360500729953266,0.10074394116158823
0.1703737397999697,0.10860352630135686,0.10144115938529755
102.32303931051011,0.5057606012785661,0.10230238572318708
131.39921723208246,0.5290422249547909,0.10262268992586017
131.4169748662903,0.5052490180930391,0.10263057479281017
131.35590033645417,0.5811581426243775,0.10268418858623768
131.29496259799066,0.3202420840087878,0.10259170314748543
102.21452231333012,0.18775214111916255,0.10218689230387978
101.98170749473654,0.130750961958907,0.10236028558982674
60.03483648020998,0.11694209173148472,0.10234146878722108
59.801015328710385,0.11209783707253362,0.10175312998240028
